Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,company_txt,job_state,age,python,r,spark,aws,excel,sql
Data Analyst,$35K-$64K (Glassdoor est.),"We are looking for a Data Analyst to work with our Publishing Royalties team. You will work with large data sets to develop insights about how we calculate, report, and pay publishing royalties. You will also work with our engineering teams to support the development of systems related to publishing data.
What You'll Do
Work in a team of highly motivated data analysts/scientists leveraging large data sets to solve complex problems in a dynamic environment
Work with accounting team members to define requirements for ad-hoc data analysis and reporting, being able to work independently to propose solutions to address business needs
Work with our engineers and data scientists to support the development of system and process enhancements to support royalties calculations, product configuration and reporting
Support ad-hoc requests from various internal teams (Accounting, Legal, Licensing, Financial Planning, etc) as well as external music licensors that require analysis of royalties and streaming data
Communicate with external licensors to ensure Spotify receives high-quality data for our claims and analytics platform
Support the delivery of configuration changes, testing, and deployment for new product offerings and contractual requirements in our royalties and reporting systems

Who You Are
You have a minimum of 2 years of experience solving business problems using analytic tools
You have excellent verbal, written and interpersonal skills and the ability to prioritize and deliver results in a fast-moving company with a wide variety of strategic initiatives
You have experience working with financial data and/or performing data reconciliations and quality assurance testing
You have experience in the data extract, transform and load process including data cleansing and quality review
You have a degree in mathematics, statistics, computer science or another quantitative discipline
Technical skills including: SQL, Python / Pandas, Big Query / Google Cloud Platform, Tableau, Qliksense, or other visualization tools and Command Line Operations
You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be brilliant. So bring us your personal experience, your perspectives, and your background. It's in our differences that we will find the power to keep revolutionizing the way the world listens.
Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the opportunity to enjoy and be inspired by these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service with a community of more than 271 million users.",3.8,"Spotify Limited
3.8","New York, NY",1001 to 5000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,35,64,49.5,"Spotify Limited
",NY,14,1,0,0,0,1,1
Data Analyst,$35K-$64K (Glassdoor est.),"Bright Cellars is looking for well-rounded, quantitatively minded candidates for its data analyst role. Candidates should expect to work closely with both the engineering team and key stakeholders to provide timely, actionable data in a fast-paced environment. If you enjoy telling stories through data and thrive in a product and results-driven environment, this role is for you.
Responsibilities:
Use communication skills and strong quantitative intuition to collaborate with key stakeholders to find the right data and format to power our data-driven decision making culture
Understand the business and their key strategies
Leverage SQL and other data extraction and manipulation tools to create powerful data visualizations and summaries
Effectively communicate with internal teams to deliver solutions in a timely fashion
Utilize your technical expertise along with strong business acumen to help key stakeholders understand the impact of tests and product changes using timely and straightforward reporting
Enforce best practices and alignment with research, forecasting, analytics, and engineering teams
Responsible for building and maintaining KPIs and mining for customer needs and usage patterns
Demonstrate initiative and resiliency in a fast-paced startup environment
Minimum Qualifications:
Bachelor’s or Master’s degree in Statistics, Computer Science, Management Science, Economics, Math, or other quantitative field
3+ years of relevant work experience
Excellent verbal and written communication skills
Strong SQL skills
Experience with data visualization tools such as Periscope Data
Ability to effectively present data to key stakeholders
Strong desire and aptitude to learn new technical skills on the job
Preferred Qualifications:
Experience with Python
Experience with advanced data visualization tools such as d3.js
Business-oriented and results-driven
Benefits:
Flexible hours
Unlimited paid vacation and sick days
Bike rack and subsidized parking
Covered medical, dental, and vision insurance
Fully stocked sandwich and salad bar with local ingredients
Weekly wine tastings led by our resident sommelier
Relaxed dress code
A fun, friendly office atmosphere in our brand new office space in the heart of Milwaukee’s Third Ward
Unlimited access to Ward4’s co-working space
Opportunity to build something incredible while being surrounded by intelligent, hardworking and motivated coworkers",3.8,"Bright Cellars Inc
3.8","Milwaukee, WI",1 to 50 Employees,-1,Company - Private,Food & Beverage Stores,Retail,$10 to $25 million (USD),35,64,49.5,"Bright Cellars Inc
",WI,-1,1,0,0,0,1,1
Data Analyst,$35K-$64K (Glassdoor est.),"Zipongo sits at the forefront of how we eat, made exponentially more important during the ongoing pandemic -- we all need help with eating well, getting groceries or restaurant meals delivered, cooking with family, or supporting elderly family members' eating. Zipongo serves the broader community closely partnered with leading health plans and Fortune 100 companies, and we take a data-based approach and strategy to everything we do. We are constantly evolving our strategy, platform, and how we support our clients with data, and we are looking for a Strategic Data Lead that can help us scale our efforts.
capacity to use technical tools/language and systems to systematically clean data
capacity to create clean ontologies of data and update as needed
capacity to create self-sustaining/updating data feeds
capacity to ask intelligent questions of the data and identify data opportunities
capacity to understand business/customer needs and evolve data ontology and data processes (with help of devs) to reinforce needs
capacity to create dynamic reports via lookr or other tools that serve baseline and higher level info/insights purposes",4.0,"Zipongo
4.0","San Jose, CA",51 to 200 Employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD),35,64,49.5,"Zipongo
",CA,9,0,0,0,0,0,0
Quality Control Data Analyst,$65K-$111K (Glassdoor est.),"Our client is in the Bio-therapeutics industry and they are seeking a Quality Control Data Analyst.

Salary/Hourly Rate:


Up to $45/hr (Depending on experience)

Position Overview:


The Quality Control Data Analyst will review documentation associated with the operation of a cGMP QC laboratory. Responsibilities of the Quality Control Data Analyst include application of uniform practices for review of analytical raw data and electronic data in the analytical laboratory supporting batch release, stability, cleaning verification, raw materials release, method qualification and method transfer activities. The Quality Control Data Analyst will perform routine inspection of laboratory documentation for compliance with current industry standards is also within scope.

Responsibilities:
Review cGMP microbiology data generated during testing to support product release, stability and facilities monitoring using HPLC, UPLC, Capillary Electrophoresis and wet chemistry methods
Ensure standards for documentation and comply with SOPs (analytical methods and Good Documentation Practices) and industry standards
Review laboratory logbooks, labeling and other documentation to ensure conformations with SOPs and industry guidelines
Provide technical support for monitoring and evaluating the performance of analytical methods to demonstrate ongoing method suitability
Compile and summarize analytical raw data in various physical and electronic report formats
Review protocols, analytical reports and certificates of analysis
Provide guidance and training to QC personnel to support company training in the procedures used to effectively execute testing
May coordinate and track progress of analytical testing internally or at CROs
May participate in regulatory agency audits and inspections
Qualifications:


Strong technical knowledge including an understanding of laboratory procedures, methodology and standards required
3 years of QC analytical laboratory experience is preferred
Experience in a regulated biopharmaceutical environment with analysis of biological molecules is preferred
3-5 years of experience testing pharmaceutical products in a GMP-regulated QC laboratory
Experience with HPLC / UPLC, spectrophotometers, and capillary electrophoresis is preferred
Knowledge of QC laboratory test procedures, cGMP requirements, ICH/USFDA guidelines, raw material analysis, method validation guidelines, analytical method transfers, finished products, and stability testing
Thorough knowledge of SOPs and Federal Regulations to include GLP and GMP
Familiarity with regulatory guidance documents from FDA, EMEA and ICH
Must be able to recognize the impact beyond a single site, project or collaboration
Education Requirements:


Master’s degree in Biochemistry, Molecular Biology or a related field
3 years relevant experience or Bachelor’s degree
5 years of relevant GMP lab experience with bio-therapeutics preferred
Benefits:


Atrium Care Package available
The post Quality Control Data Analyst appeared first on Atrium.",3.3,"Atrium Staffing Services Ltd.
3.3","Morris Plains, NJ",51 to 200 Employees,1995,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,65,111,88.0,"Atrium Staffing Services Ltd.
",NJ,25,0,0,0,0,0,0
Counterterrorism Data Exploitation Analyst (Senior),$65K-$111K (Glassdoor est.),"Job Description BAE Systems is seeking to hire multiple Sr. Counterterrorism Data Exploitation Analysts to help support counterterrorism intelligence integration on a multifaceted U.S. Government program. The ideal Sr. Counterterrorism Data Exploitation Analyst will leverage numerous analytic tools and databases to evaluate information that bolsters the U.S. Governments response to and prevention of potential threats to the homeland and interests abroad.

Senior Counterterrorism Data Exploitation Analyst are responsible for identifying, gathering, and extracting identity-based intelligence information that enhances and enriches data repositories. Analysts will be responsible for addressing intelligence gaps and data validation pertaining to terrorist identity records.

PF1
Required Skills and Education
Years of Experience: 10+ years
Degree: MA/MS (BA/BS plus 6 years of work experience may be substituted for a Master's degree)
Experience with MS Office suite
Detail-oriented with a proficiency for researching, analyzing, and prioritizing intelligence reports and cables
Ability to work with IC tools and databases
Strong problem-solving, analytic, and written and oral communication skills
Excellent attention to detail and ability to accurately follow SOPs
Ability to work shift work/extended hours
Strong interpersonal skills and the ability to work well both independently and in a team environment
Preferred Skills and Education
BA/BS degree
Demonstrated knowledge of intelligence analysis and experience with synthesizing large amounts of data
Familiarity with analytic tools
Proficiency with software applications/databases used in support of research and analysis for the U.S. Government
About BAE Systems Intelligence & Security BAE Systems Intelligence & Security, based in McLean, Virginia, designs and delivers advanced defense, intelligence, and security solutions that support the important missions of our customers. Our pride and dedication shows in everything we dofrom intelligence analysis, cyber operations and IT expertise to systems development, systems integration, and operations and maintenance services. Knowing that our work enables the U.S. military and government to recognize, manage and defeat threats inspires us to push ourselves and our technologies to new levels. Thats BAE Systems. Thats Inspired Work. Equal Opportunity Employer/Females/Minorities/Veterans/Disabled/Sexual Orientation/Gender Identity/Gender Expression. To see Inspired Work in action, visit www.baesystems.com and follow us on Facebook: www.facebook.com/baesystemsintel.",3.6,"BAE Systems
3.6","McLean, VA",10000+ Employees,1999,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),65,111,88.0,"BAE Systems
",VA,21,0,0,0,0,1,0
Data Analyst,$65K-$111K (Glassdoor est.),"We are looking for a Data Analyst to work with our Publishing Royalties team. You will work with large data sets to develop insights about how we calculate, report, and pay publishing royalties. You will also work with our engineering teams to support the development of systems related to publishing data.
What You'll Do
Work in a team of highly motivated data analysts/scientists leveraging large data sets to solve complex problems in a dynamic environment
Work with accounting team members to define requirements for ad-hoc data analysis and reporting, being able to work independently to propose solutions to address business needs
Work with our engineers and data scientists to support the development of system and process enhancements to support royalties calculations, product configuration and reporting
Support ad-hoc requests from various internal teams (Accounting, Legal, Licensing, Financial Planning, etc) as well as external music licensors that require analysis of royalties and streaming data
Communicate with external licensors to ensure Spotify receives high-quality data for our claims and analytics platform
Support the delivery of configuration changes, testing, and deployment for new product offerings and contractual requirements in our royalties and reporting systems

Who You Are
You have a minimum of 2 years of experience solving business problems using analytic tools
You have excellent verbal, written and interpersonal skills and the ability to prioritize and deliver results in a fast-moving company with a wide variety of strategic initiatives
You have experience working with financial data and/or performing data reconciliations and quality assurance testing
You have experience in the data extract, transform and load process including data cleansing and quality review
You have a degree in mathematics, statistics, computer science or another quantitative discipline
Technical skills including: SQL, Python / Pandas, Big Query / Google Cloud Platform, Tableau, Qliksense, or other visualization tools and Command Line Operations
You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be brilliant. So bring us your personal experience, your perspectives, and your background. It's in our differences that we will find the power to keep revolutionizing the way the world listens.
Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the opportunity to enjoy and be inspired by these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service with a community of more than 271 million users.",3.8,"Spotify Limited
3.8","New York, NY",1001 to 5000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,65,111,88.0,"Spotify Limited
",NY,14,1,0,0,0,1,1
Data Analyst,$65K-$111K (Glassdoor est.),"LMI is seeking a skilled Data Analyst at our client site at Scott AFB. The goal of this project will be to assist the U.S. Transportation Command and its components (Air Mobility Command (AMC) and Military Surface Deployment and Distribution Command (SDDC)) in its enterprise, business and solution architecture goals. Under the guidance of the assigned government lead, this role will accomplish day-to-day task management from key stakeholders.
LMI is a consultancy dedicated to improving the business of government, drawing from deep expertise in advanced analytics, digital services, logistics, and management advisory services. Established as a private, not-for-profit organization in 1961, LMI is a trusted third party to federal civilian and defense agencies, free of commercial and political bias. We operate completely free of political and commercial bias, and we are entirely aligned with the goals of our clients. Our clients value our specialized services in logistics, intelligence, homeland security, health care, and energy and environment markets. We believe government can make a difference, and we seek talented, hardworking people who share that conviction. We offer a generous compensation package with excellent benefits that start the first day of employment. Business casual dress, flex time, and tuition reimbursement are a few of our many work-life benefits available to our employees.

Formulates/defines system scope and objectives
Devises or modifies procedures to solve complex problems considering computer equipment capacity and limitations, operating time, and form of desired results
Prepares detailed specifications for programs. Assists in the design, development, testing, implementation, and documentation of new software and enhancements of existing application
Works with project managers, developers, and end users to ensure application designs meet business requirements
Formulates/defines specifications for complex operating software programming applications or modifies/maintains complex existing applications using engineering releases and utilities from the manufacturer
Designs, codes, tests, debugs, and documents those programs
Provides overall operating system, such as sophisticated file maintenance routines, large telecommunications networks, computer accounting, and advanced mathematical/scientific software packages
Assists all phases of software systems programming applications
Evaluates new and existing software products
Knowledge/Skill Description Possesses and applies a comprehensive knowledge across key tasks and high impact assignments
Plans and leads major technology assignments
Evaluates performance results and recommends major changes affecting short-term project growth and success
Functions as a technical expert across multiple project assignments

REQUIRED:
Bachelor's in Computer Science, Information Systems, Engineering, Business, Social Science, or other related analytical, scientific, or technical disciplines or equivalent years of experience
2-3 years of experience
Experience performing responsibilities as described above
Must be eligible, able to obtain/maintain or have a SECRET US Government clearance
PREFERRED:
Two (2) or more years of experience working with DoD clients.
Business Analyst certification is plus
Familiarity with operating systems as related to complex business systems.
Collect, organize, correlate, and produce models to describe the artifacts, principles, frameworks and strategy
Familiarty with standards and framework compliance across the customer enterprise
Familarity with at least one of the major architecture frameworks (DODAF, Zachman, FEAF or TOGAF)
Demonstrated experience in mapping applications and business capabilities to describe how systems and networks, interact within the organization
Experience building architecture models/artifacts that provide mappings between users, systems, platforms and business functions
#LI-SH1

LMI is an Equal Opportunity Employer-all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin.",4.0,"Logistics Management Institute
4.0","Scott AFB, IL",1001 to 5000 Employees,1961,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),65,111,88.0,"Logistics Management Institute
",IL,59,0,0,0,0,1,0
Data Analyst,$65K-$111K (Glassdoor est.),"Zipongo sits at the forefront of how we eat, made exponentially more important during the ongoing pandemic -- we all need help with eating well, getting groceries or restaurant meals delivered, cooking with family, or supporting elderly family members' eating. Zipongo serves the broader community closely partnered with leading health plans and Fortune 100 companies, and we take a data-based approach and strategy to everything we do. We are constantly evolving our strategy, platform, and how we support our clients with data, and we are looking for a Strategic Data Lead that can help us scale our efforts.
capacity to use technical tools/language and systems to systematically clean data
capacity to create clean ontologies of data and update as needed
capacity to create self-sustaining/updating data feeds
capacity to ask intelligent questions of the data and identify data opportunities
capacity to understand business/customer needs and evolve data ontology and data processes (with help of devs) to reinforce needs
capacity to create dynamic reports via lookr or other tools that serve baseline and higher level info/insights purposes",4.0,"Zipongo
4.0","San Jose, CA",51 to 200 Employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD),65,111,88.0,"Zipongo
",CA,9,0,0,0,0,0,0
Data Analyst,$65K-$111K (Glassdoor est.),"EquipmentShare is Hiring a Financial Data Analyst


EquipmentShare is searching for a Data Analyst for the corporate office in Columbia, Missouri to help us drive profitability through data-driven analysis.

About EquipmentShare


EquipmentShare is dedicated to creating a connected jobsite for the modern contractor. We deliver user-friendly technology solutions that help contractors maximize their equipment uptime, reduce risk exposure and increase productivity. EquipmentShare's product offerings include an improved equipment rental experience, fleet tracking and asset management software, hardware security solutions and predictive service and maintenance applications.

EquipmentShare is the fastest-growing, independently owned construction equipment rental company in the country. We serve dozens of markets across the U.S. and are on track to create a national footprint in every major market in the country by the end of 2023. Our branch locations are equipped with a broad range of construction equipment, ranging from 150-foot telescopic booms to 120,000-lb. track excavators.

EquipmentShare's rapid growth goes beyond meeting a demand for equipment rentals in booming new markets. Instead, our mission begins with our rental product, and it's a testimony to our ability to improve industry standards and better serve the customer. Our expansion and customer retention is a validation of strong contractor demand for the smart jobsite technology we've built into our rental fleet. And it's just the beginning of our journey to establishing a global presence.

Your Opportunity to Grow With Us


The EquipmentShare team is a close-knit group of professionals who all share an interest in providing a service and product that improve our customer's experience. Above all, we care about building something people want, and the only way to do that is by assembling a skilled, passionate and talented team. Our mission is to improve productivity and efficiency throughout the entire construction industry, and our people are how we make achieving that goal possible.

We're seeking a Financial Data Analyst who loves a challenge and wants the opportunity to grow with a fast-paced company. Industry competitors often have layers of tenured management that create barriers to career advancement. The opportunity for career growth is unparalleled at EquipmentShare, where you'll find no shortage of challenging yet fulfilling work, chances to build new skills and supportive teammates who will push you to achieve your best.

Primary Responsibilities
Analyze a wide range of data, and turn that data into action, whether that looks like process improvements, best business practices or other data-backed solutions
Use your strong development and analytical skills to solve business problems across the company
Produce reports and models for senior leaders and other key team members
Identify trends, correlations and patterns in data, and present findings to stakeholder
About You


Our mission to change an entire industry is not easily achieved, so we only hire people who are inspired by the goal and up for the challenge. In turn, our employees have every opportunity to grow with us, achieve personal and professional success and enjoy making a tangible difference in an industry that's long been resistant to change.

Skills & Qualifications
Must be qualified to work in the United States - we are not sponsoring any candidates at this time.
2 years of experience in an analysis-focused role
Forecasting, reporting, and analysis experience
You have a proven ability to approach complex problems with curiosity and an analytical mindset.
You roll with the punches and can adapt quickly, manage competing projects and challenge the status quo.
A keen understanding of data interpretation and the ability to swiftly extract key insights
Expert-level Excel skills
SQL experience required
Preferably knowledge of an analytical language like Python, R, SAS, SPSS, etc.
Why We're a Better Place to Work
Competitive salary
Health insurance and medical coverage benefits
401(k)
Generous paid time off
Stocked breakroom and full kitchen
Free weekly team workout at a local gym
Volunteering and local charity initiatives that help you nurture and grow the communities you call home through EquipmentCare
Opportunities for career and professional development with conferences, events, seminars, continued education
Since our founding in 2015, we've had explosive growth—and we're not stopping anytime soon. Ready to invest in our mission, invest in yourself and discover a better place to work? Then we'd love to meet you. Apply today.

EquipmentShare is an EOE M/F/D/V",4.5,"EquipmentShare
4.5","Columbia, MO",1001 to 5000 Employees,2014,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$25 to $50 million (USD),65,111,88.0,"EquipmentShare
",MO,6,1,0,0,0,1,1
Data Analyst,$65K-$111K (Glassdoor est.),"PeerStreet is a leading marketplace for investing in real estate backed loans (www.PeerStreet.com). Data is the foundation of our operational processes, ranging from loan underwriting, lender acquisition, loan servicing, to product decision making. It is imperative for the company to have easy access to high quality data, both internal and external, in order to continuously optimize our operations and derive insights into how we can continue to improve our product and service offerings on both sides of the marketplace.

We are looking for a talented detail-oriented Data Analyst with a strong technical background and one who is passionate about developing elegant and impactful solutions to data reporting problems and creating an environment that allows users to dive deep into financial and user data with cutting-edge analytics and data insights. Your day-to-day will involve close collaboration with Engineering, Product, and Business organizations.

The Lender Experience group works on creating the best origination and funding experience for our lenders. The team builds software that helps both internal and external users manage the loan origination process and track the entire lifecycle of a loan.

The Financial Operations group works on our banking and transactions systems that move hundreds of millions of dollars monthly all while managing the vast complexity, integrations and various reporting needs. These systems handle all purchase, payment, draw, and distribution transactions at PeerStreet and are the foundation for both sides of the marketplace.

The Investor Experience group is responsible for creating a world-class experience for our investors, from initial investment to portfolio management.

Each group consists of one or more self-sufficient teams that each include product managers, designers, engineers, quality assurance and data, and each works closely with both our internal stakeholders and our customers to develop innovative solutions.

We're moving fast and transforming real estate finance. Join us if you want to make a huge impact on a very visible commercial product and transform an entire industry.

Key Responsibilities:
Develop and maintain high quality, maintainable dashboards & reports for internal and external stakeholders.
Partner with product managers, engineers and business stakeholders to become a source data expert.
Run ad hoc analyses to answer specific business or product questions that translate into.
Identify and develop methods of using PeerStreet data sets to enable scalable self-service data solutions for stakeholders.
Evangelize our data internally and teach reporting skills to other members of the organization.
Collaborate with a broad range of stakeholders, including the executive team, on translating data insights into smarter decisions and applications.
Requirements:


2+ years experience in data analysis or business intelligence.
Solid understanding of relational databases and data modeling.
Excellent SQL skills.
Excellent communication skills, both written and spoken.
Authorization to work in the United States without sponsorship.
Bonus Points:
Bachelor's degree (or better) in a STEM field
Finance or real estate experience.
Experience with self-service BI systems (Tableau, Sisense, etc)
Experience with managing ETL processes (dbt, Airflow, etc)
PeerStreet is an award-winning software platform for investing in real estate debt, acting as a two-sided marketplace that serves both investors and private lenders. Much like Amazon and Airbnb have aligned buyers and sellers through their marketplace, PeerStreet does the same, connecting investors with unprecedented access to quality real estate investments and lenders with global, diversified capital sources.

We're a private financial technology company backed by Andreessen Horowitz, Thomvest, and Felicis Ventures, among others. Founded in 2013, PeerStreet continues to grow at a rapid pace, and has already funded well over $2 billion in loans through our platform. We strive to ensure our best-in-class company culture grows with us by investing in our employees so they can perform at their best. And we walk the walk, with company equity, unlimited PTO, full health coverage, company-wide celebrations (in and out of the office), and more. So join us at our sunny headquarters in El Segundo, CA, and help us transform the real estate investing industry—forever and for the better.",4.0,"EquipmentShare
4.5","Columbia, MO",51 to 200 Employees,-1,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,65,111,88.0,"EquipmentShare
",MO,-1,0,0,0,0,1,1
Data Analyst,$65K-$111K (Glassdoor est.),"Our data operations team is the pharmacy support system for our customers - we help them transition to divvyDOSE, manage their prescriptions, answer their questions, and coordinate care with their health team. This work is coordinated across pharmacists, technicians, and customer support staff to ensure we provide the best care for our customers. Among other things, we transfer prescriptions to and from other pharmacies, contact medical care providers to understand treatments and request prescription refills and answer inbound questions from our customers.

You will:


Your goal is to help the operation run more effectively and efficiently through data analysis, reporting, dash-boarding, and special projects. You will help us build context through better reporting and drive the business forward by providing data-driven recommendations on ways to improve efficiency and optimize our operation. On any given day you might be presenting to our executive team, doing a deep dive on call analytics, or working with a small team to prototype and test new processes.
Become an expert and go-to resource for our process flows and our operational data
Work with operations management to develop actionable operations performance dashboards across all areas of the organization
Perform ad-hoc data analysis to identify measurable improvements to our operation, and advocate for those improvements via presentations and reports
Maintain and improve operations forecasting models
Collaborate with Finance and Technology teams to ensure we are able to continue to effectively measure our operation as technology improves
Communicate effectively and efficiently across multiple teams and work groups
Requirements
You have strong analytical and problem-solving skills
You are used to tackling very loosely defined problems and still deliver high-quality output
Advanced proficiency in Excel, PowerPoint, and strong written and oral communication
Ability to adapt quickly to a changing environment
3-5 years of analyst experience
Bachelor's degree, with major in analytical or technical field strongly preferred
Experience with BI tools such as Looker or Tableau is a plus
Job Title: Data Analyst

Job Type: Full-time

FLSA Status: Exempt

Benefits

In addition to competitive salary and a unique opportunity to thrive at a growing company, divvyDOSE offers various formal benefits as well.

INSURANCE, PAID TIME OFF, & RETIREMENT

Full-time employees receive Sick days, Vacation days, and Holiday Bonuses as well as employer-paid Medical (including a Health Savings Account with an employer contribution), Dental, Vision, and Life insurance. In addition, we're proud to offer Voluntary Life & AD&D, Short Term Disability, and Long Term Disability coverage. A 401k plan with employer contribution is available, too.

SOCIAL EVENTS

In our company description, you can tell the divvyTEAM likes to have fun. Regular potlucks, company events, pizza days, wellness challenges, and divvyNEWS You Can Use updates maintain our work-hard play-hard culture.

divvyDOSE provides equal employment opportunity to all qualified applicants regardless of race, color, religion, national origin, sex, sexual orientation, gender identity, age, disability, genetic information, or veteran status, or other legally protected classification in the state in which a person is seeking employment. Applicants encouraged to confidentially self-identify when applying. Local applicants encouraged to apply. Drug-free work environment. Must be eligible to work in the United States.

Apply for this job",3.4,"Divvydose
3.4","Moline, IL",201 to 500 Employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,65,111,88.0,"Divvydose
",IL,5,0,0,0,0,1,0
Data Analyst,$65K-$111K (Glassdoor est.),"Company Description:
Angaza is a venture-backed company that is tackling global energy poverty by enabling financing of solar power for off-grid consumers. We have developed a mix of hardware and software solutions for some of the most demanding and dynamic markets in the world. We are for-profit, based in San Francisco, California and Nairobi, Kenya, and focused on aiming market forces at the linked challenges of climate change and global development.

Role Summary:
Looking for an opportunity to use your analytical skills and business insight to alleviate poverty and empower people to choose safe, clean energy? You will help us use data to focus internal priorities, drive business decisions, and benefit our customer base. You will develop a subject matter expertise in patterns of Pay-As-You-Go Distributor success in order to serve internal stakeholders, customers, and external partners with quality analytics and business intelligence products. Angaza is building a modern analytics practice around a deep commitment to our core values, high-quality tools, proven development practices, and a philosophy of continuous professional improvement, and we need you to help us make that vision a reality!

Outcomes:
Identify and surface significant trends and insights in high-impact BI products aimed at internal, customer, and partner audiences.
Empower internal teams with:
Data transformations and ETL pipelines to support downstream analytics and data needs
Forecasts on which to base compensation targets, financial planning, and prioritization
Rich, interactive data visualization tools to assist in self-service analytics
Customer-facing analytics and data products

Competencies:
Proficiency creating ETL & analytics products in Python (It would be useful to have experience in: NumPy, Pandas, psycopg2 or other SQL interface, a visualization library of your choice, and scikit-learn, as well as practical experience managing a data warehouse)
Strong SQL skills (Angaza currently uses PostgreSQL & Redshift)
Ability to design an efficient data model for use within modern BI tools (Angaza uses Qlik Sense internally)
Understanding of applied statistics & common modelling techniques in a business context
Possess strong business insight and appreciation of the challenges facing growing businesses.

You:
Thrive in a cooperative, dynamic environment
Are passionate about beautifully presented data that communicates complex information in a straightforward way
Have strong quantitative, problem-solving, and project management skills
Demonstrate excellent written and verbal communication skills
Pride yourself on attention to detail
Exhibit a strong tendency towards self-management
Exemplify Angaza’s key values: maximizing impact, empathetic, courageous, trustworthy, curious, and collaborative

Recommended Experience:
We recognize there are many paths to success in analytics, but we suspect the strongest candidates will have at least two years experience in at least one of the following categories:
Supporting executive decision-making through descriptive and statistical analysis at an early-stage organization
Evaluating patterns of customer growth at a B2B SaaS company
Product management or engineering

Benefits:
Competitive health benefits including medical, dental, vision, life, disability, HSA, & FSA
401(k) with company match
Fully paid parental leave
Flexible scheduling and time off policies
Knowledge that you’re making a positive impact on the world every day you come to work!

To Apply:
Use the form below to send us your contact details and resume.

Employment Eligibility:
Due to the nature of this role and our maturity as a company, all applicants must have permanent work authorization prior to applying. We are not able to sponsor or transfer employment visas (e.g. H-1B).

Our Commitment to DEI:
At Angaza, we evaluate all candidates on the basis of their ability to meet stated job requirements. We do not discriminate against candidates on the basis of sex, gender, marital status, religion, nationality, or other personal characteristics. In keeping with our commitment to supporting a safe and inclusive workplace, we strongly encourage candidates from traditionally underrepresented backgrounds to apply.",4.6,"Angaza
4.6","San Francisco, CA",51 to 200 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,65,111,88.0,"Angaza
",CA,10,1,0,0,0,1,1
